,postal_code,school_name,url_address,address,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,results.SEARCHVAL,results.BLK_NO,results.ROAD_NAME,results.BUILDING,results.ADDRESS,results.X,results.Y,results.LATITUDE,results.LONGITUDE
264,679676,BUKIT PANJANG PRIMARY SCHOOL,http://www.bukitpanjangpri.moe.edu.sg,109  CASHEW ROAD,67691912,na,67637462,na,BPPS@MOE.EDU.SG,From Pending LRT station to Choa Chu Kang MRT station,"75, 184",MR BUCKTHA SEELAN,MDM KAY HWEE GEAK,NULL,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,BUKIT PANJANG PRIMARY SCHOOL,109,CASHEW ROAD,BUKIT PANJANG PRIMARY SCHOOL,109 CASHEW ROAD BUKIT PANJANG PRIMARY SCHOOL SINGAPORE 679676,20883.85305,39513.72971,1.373621793,103.7693749
265,679697,ASSUMPTION PATHWAY SCHOOL,http://www.aps.edu.sg,30   Cashew Road,62793000,na,67622857,na,aps@schools.gov.sg,"DOWNTOWN LINE 2, CASHEW MRT","SBS Transit No 170    SMRT No 67, 75, 171, 176, 178, 184, 961, 963 & 970",MR STEPHEN CHIN,MR SHASHIDARAN S/O KANESON,NULL,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,ASSUMPTION PATHWAY SCHOOL,30,CASHEW ROAD,ASSUMPTION PATHWAY SCHOOL,30 CASHEW ROAD ASSUMPTION PATHWAY SCHOOL SINGAPORE 679697,20503.70688,39076.84856,1.369670704,103.7659591
266,679938,GREENRIDGE SECONDARY SCHOOL,http://www.greenridgesec.moe.edu.sg,32   BUKIT PANJANG RING ROAD,67601052,na,67628334,na,gss@moe.edu.sg,BANGKIT LRT,"722, 920, 922, 971, 972, 972M, 976",MDM KOH HOON CHOO JESSIE,MRS FIRDOUSE-DALINA ABDULLAH,NULL,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,32 BUKIT PANJANG RING ROAD SINGAPORE 679938,32,BUKIT PANJANG RING ROAD,NIL,32 BUKIT PANJANG RING ROAD SINGAPORE 679938,21379.50293,40425.13605,1.381864337,103.7738285
267,679944,BEACON PRIMARY SCHOOL,https://beaconpri.moe.edu.sg/,36   Bukit Panjang Ring Road,67697255,na,67697244,na,beaconprisch@moe.edu.sg,"Bangkit LRT, Fajar LRT Station","920, 922, 971, 972, 972A, 972M, 976",MISS PANG WEE MIAN,MR ONG HONG GHEE,MDM LELA BTE SHAMSUHADI,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,BEACON PRIMARY SCHOOL,36,BUKIT PANJANG RING ROAD,BEACON PRIMARY SCHOOL,36 BUKIT PANJANG RING ROAD BEACON PRIMARY SCHOOL SINGAPORE 679944,21357.647,40655.68819,1.383949362,103.773632
268,679946,WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60   Bukit Panjang Ring Road,63144192,na,na,63140648,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",MR WILLY TAN NGUAN PENG,MDM KUM LAI MENG,MR SIM KOOI SUEN,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PCF SPARKLETOTS KCARE CENTRE @ WEST SPRING,60,BUKIT PANJANG RING ROAD,PCF SPARKLETOTS KCARE CENTRE @ WEST SPRING,60 BUKIT PANJANG RING ROAD PCF SPARKLETOTS KCARE CENTRE @ WEST SPRING SINGAPORE 679946,20516.71076,41222.08649,1.389071458,103.7660754
269,688258,JURONG PIONEER JUNIOR COLLEGE,http://jpjc.moe.edu.sg,21   Teck Whye Walk,+65 6564 6878,na,+65 6765 1861,na,jpjc@moe.edu.sg,Choa Chu Kang / Bt Panjang / Phoenix Station (LRT),"975, 190, 985",DR HANG KIM HOO,MISS YEO SIOK EE,MR NAH HONG LEONG,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil,JURONG PIONEER JUNIOR COLLEGE,21,TECK WHYE WALK,JURONG PIONEER JUNIOR COLLEGE,21 TECK WHYE WALK JURONG PIONEER JUNIOR COLLEGE SINGAPORE 688258,19214.5433,40702.71226,1.384374064,103.7543746
270,688261,TECK WHYE PRIMARY SCHOOL,http://www.teckwhyepri.moe.edu.sg,11   TECK WHYE WALK,67691025,na,67635191,na,twps@moe.edu.sg,Choa Chu Kang MRT & LRT,"975, 190 & 985",MISS WONG LIANG- JI TABITHA,MRS CHAY GEK NOI,NULL,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,TECK WHYE PRIMARY SCHOOL,11,TECK WHYE WALK,TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK TECK WHYE PRIMARY SCHOOL SINGAPORE 688261,19094.04334,40622.64938,1.383649968,103.7532919
271,688268,UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21   CHOA CHU KANG CRESCENT,67676750,na,67676751,na,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,MRS LEE-KOH SIEW CHENG,MR KOH PENG YEOW,MDM LEE SUET FONG,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,UNITY PRIMARY SCHOOL,21,CHOA CHU KANG CRESCENT,UNITY PRIMARY SCHOOL,21 CHOA CHU KANG CRESCENT UNITY PRIMARY SCHOOL SINGAPORE 688268,18374.17758,42746.25212,1.402854819,103.7468226
272,688845,CHUA CHU KANG SECONDARY SCHOOL,http://www.chuachukangsec.moe.edu.sg,3    TECK WHYE CRESCENT,67655228,67664425,67636807,na,CCKSS@MOE.EDU.SG,CHOA CHU KANG MRT,"190, 307, 975, 982E, 985",MDM ONG LIANG FUNG,MDM HARTATI BTE OSMAN,NULL,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,CHUA CHU KANG SECONDARY SCHOOL (CAMPUS 2),3,TECK WHYE CRESCENT,CHUA CHU KANG SECONDARY SCHOOL (CAMPUS 2),3 TECK WHYE CRESCENT CHUA CHU KANG SECONDARY SCHOOL (CAMPUS 2) SINGAPORE 688845,18936.72949,40571.82608,1.383190293,103.7518783
273,688848,TECK WHYE SECONDARY SCHOOL,http://www.teckwhyesec.moe.edu.sg,31   TECK WHYE CRESCENT,67691386,na,67630487,na,TWSS@MOE.EDU.SG,"CHUA CHU KANG MRT, PHOENIX LRT","975, 985, 190, 982E",MR N SIVARAJAN,MISS DIANA GOH BOON LANG,MDM JANE LEE EE LEI,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,CHUA CHU KANG SECONDARY SCHOOL,31,TECK WHYE CRESCENT,CHUA CHU KANG SECONDARY SCHOOL,31 TECK WHYE CRESCENT CHUA CHU KANG SECONDARY SCHOOL SINGAPORE 688848,19295.6302,40587.72948,1.383334226,103.7551033
274,689100,YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10   CHOA CHU KANG ST 64,67670027,na,67675450,na,YTPS@MOE.EDU.SG,Yew Tee MRT Station,307,MISS ANG MUI KHOONG,MDM SIM EE KOON PATRICIA,MDM TOH GUAT HWA PAULINE,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY),10,CHOA CHU KANG STREET 64,PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY),10 CHOA CHU KANG STREET 64 PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY) SINGAPORE 689100,18930.0708,42068.54158,1.396726035,103.751818
275,689143,UNITY SECONDARY SCHOOL,http://www.unitysec.moe.edu.sg,20   CHOA CHU KANG STREET 62,67671070,na,67654189,na,UNITY_SS@MOE.EDU.SG,YEW TEE MRT,307,MDM AINI BTE MAAROF,MR DANIEL ONG POH SOON,MS NG TIEN NI JENNY,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,UNITY SECONDARY SCHOOL,20,CHOA CHU KANG STREET 62,UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62 UNITY SECONDARY SCHOOL SINGAPORE 689143,18284.94629,42432.26895,1.400015241,103.7460209
276,689189,KRANJI PRIMARY SCHOOL,http://kranjipri.moe.edu.sg,11   CHOA CHU KANG STREET 54,67634812,na,67634568,na,kranji_ps@moe.edu.sg,Yew Tee MRT,"Bus No 307, 302",MDM GOH MEEI YUNN,MISS MARION DONNE TAY SZE LENG,NULL,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,NASCANS @ KRANJI,11,CHOA CHU KANG STREET 54,NASCANS @ KRANJI,11 CHOA CHU KANG STREET 54 NASCANS @ KRANJI SINGAPORE 689189,18439.76633,41787.58002,1.394184964,103.7474123
277,689285,DE LA SALLE SCHOOL,http://www.delasalle.moe.edu.sg,11   Choa Chu Kang St 52,67667675,na,67622075,na,dlss@moe.edu.sg,YEW TEE MRT,"TIBS 302, 979",MDM CHERYL CHOO SHUEH-LI,MR CHING KIN HIN,NULL,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,DE LA SALLE SCHOOL,11,CHOA CHU KANG STREET 52,DE LA SALLE SCHOOL,11 CHOA CHU KANG STREET 52 DE LA SALLE SCHOOL SINGAPORE 689285,17971.19545,41845.41339,1.39470783,103.7432018
278,689333,KRANJI SECONDARY SCHOOL,http://www.kranjisec.moe.edu.sg,61   CHOA CHU KANG STREET 51,67662464,na,67662095,na,kranji_ss@moe.edu.sg,"CHUA CHU KANG MRT, YEW TEE MRT",302,MR GOH SOON HOE,MR CHRISTOPHER THOMAS,MDM ONG LAY LING,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,KRANJI SECONDARY SCHOOL,61,CHOA CHU KANG STREET 51,KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51 KRANJI SECONDARY SCHOOL SINGAPORE 689333,17747.36096,41330.50369,1.390051099,103.7411907
279,689621,REGENT SECONDARY SCHOOL,http://regentsec.moe.edu.sg,50   CHOA CHU KANG NORTH 5,67653828,na,67653413,na,REGENT_SS@MOE.EDU.SG,"YEW TEE MRT, CHOA CHU KANG MRT","307, 160, 170, 178, 925, 927, 960, 961, 979",MR LEONG KOK KEE,MRS TANG HUAY JIUAN PATRINE,NULL,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,REGENT SECONDARY SCHOOL,50,CHOA CHU KANG NORTH 5,REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621,18842.85524,41687.39778,1.393279083,103.7510344
280,689762,SOUTH VIEW PRIMARY SCHOOL,http://www.southviewpri.moe.edu.sg,6    Choa Chu Kang Central,67697176,na,67631091,na,SVPS@MOE.EDU.SG,Choa Chu Kang MRT Station,307 / South View LRT Station,MDM SHARIDA BINTE BATCHA SAHIB,MISS TAN WAN KHENG,MISS ACHARY GOPALAN SHIYAMALA,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY),6,CHOA CHU KANG CENTRAL,PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY),6 CHOA CHU KANG CENTRAL PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY) SINGAPORE 689762,18410.93187,40377.3373,1.38143124,103.7471537
281,689809,BUKIT PANJANG GOVT. HIGH SCHOOL,http://www.bpghs.moe.edu.sg,7    CHOA CHU KANG AVE 4,67691031,na,67626576,na,BPGHS@MOE.EDU.SG,CHOA CHU KANG MRT,"300, 983",MR CHUA LEK HONG,MR LING TING LIANG EDMUND,NULL,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,BUKIT PANJANG GOVERNMENT HIGH SCHOOL,7,CHOA CHU KANG AVENUE 4,BUKIT PANJANG GOVERNMENT HIGH SCHOOL,7 CHOA CHU KANG AVENUE 4 BUKIT PANJANG GOVERNMENT HIGH SCHOOL SINGAPORE 689809,17432.44584,40467.0724,1.382242434,103.7383612
282,689814,CONCORD PRIMARY SCHOOL,http://www.concordpri.moe.edu.sg/,3    CHOA CHU KANG AVE 4,67632139,na,67632452,na,CONCORD_PS@MOE.EDU.SG,Choa Chu Kang MRT Station,Bus 300 and 983,MR TAN SIEW TIONG,MS LIM KAR WAE FIONA,MDM GOH PUAY HOON JENNY,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,BIG HEART STUDENT CARE (CONCORD PRIMARY SCHOOL),3,CHOA CHU KANG AVENUE 4,BIG HEART STUDENT CARE (CONCORD PRIMARY SCHOOL),3 CHOA CHU KANG AVENUE 4 BIG HEART STUDENT CARE (CONCORD PRIMARY SCHOOL) SINGAPORE 689814,17231.34868,40248.44346,1.380265161,103.7365543
283,689905,CHUA CHU KANG PRIMARY SCHOOL,http://www.chuachukangpri.moe.edu.sg,20   CHOA CHU KANG AVENUE 2,67661574,na,67661583,na,cckps@moe.edu.sg,Choa Chu Kang MRT Station and Southview LRT Station,"Bus Service 300, 301 and NR3 along Chua Chu Kang Ave 2 Bus Service 172, 301, 991 along Chua Chu Kang Ave 1",MDM KUEK YEN YEN SHEREE,MDM CHEW BOON HWEE,NULL,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YMCA SCC @ CHUA CHU KANG,20,CHOA CHU KANG AVENUE 2,YMCA SCC @ CHUA CHU KANG,20 CHOA CHU KANG AVENUE 2 YMCA SCC @ CHUA CHU KANG SINGAPORE 689905,17756.18562,39954.63816,1.377608283,103.7412704
284,737758,SPECTRA SECONDARY SCHOOL,https://www.spectra.edu.sg,1    WOODLANDS DRIVE 64,64660775,na,64623928,na,spectra@schools.gov.sg,ADMIRALTY MRT,"901M, 904, 912, 913, 962, 964, 965, 969",MR TAN TECK HOCK,MR HOW PUI SENG,MR YIP CHOONG SENG JIMMY,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,SPECTRA SECONDARY SCHOOL,1,WOODLANDS DRIVE 64,SPECTRA SECONDARY SCHOOL,1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL SINGAPORE 737758,24748.47075,46525.8444,1.437037508,103.8041005
285,737803,RIVERSIDE PRIMARY SCHOOL,http://www.riversidepri.moe.edu.sg,110  Woodlands Crescent,63654490,na,63654460,na,riverside_ps@moe.edu.sg,Admiralty MRT Station,Bus No 913 and Bus No 964,MR TAN CHOON KHENG,MDM KHOO PHAIK HOON REGINA,MRS RANUKA PALANIVELU,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,MOE KINDERGARTEN @ RIVERSIDE,110,WOODLANDS CRESCENT,MOE KINDERGARTEN @ RIVERSIDE,110 WOODLANDS CRESCENT MOE KINDERGARTEN @ RIVERSIDE SINGAPORE 737803,24512.088,47719.63631,1.447833699,103.8019762
286,737888,INNOVA PRIMARY SCHOOL,http://www.innovapri.moe.edu.sg/,80   Woodlands Drive 17,68944693,na,68942573,na,innova_pri@moe.edu.sg,Woodlands,"900A (weekdays only - 7.00 am to 8.30 am & 4.30 pm to 6.30 pm), 901",MISS WINDERSALAM SHYAMALA DEVI,MDM TAY GEK KHIM,MR LAU YEAN HUI,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,INNOVA PRIMARY SCHOOL,80,WOODLANDS DRIVE 17,INNOVA PRIMARY SCHOOL,80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888,23246.89715,45633.47238,1.428967007,103.7906075
287,737913,SINGAPORE SPORTS SCHOOL,http://www.sportsschool.edu.sg,1    Champions Way,67660100,na,67662100,na,enquire@sportsschool.edu.sg,Woodlands South MRT,"665, 900A, 901, 901M",MR ONG KIM SOON,MR HO BENG KIAT,MISS LOW YING XIU,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,No,Chinese,Malay,Tamil,SINGAPORE SPORTS SCHOOL,1,CHAMPIONS WAY,SINGAPORE SPORTS SCHOOL,1 CHAMPIONS WAY SINGAPORE SPORTS SCHOOL SINGAPORE 737913,23117.49549,45350.88921,1.426411406,103.7894448
288,737916,ADMIRALTY SECONDARY SCHOOL,http://www.admiraltysec.moe.edu.sg,31   WOODLANDS CRESCENT,63651733,63654596,63652774,na,Admiralty_SS@moe.edu.sg,ADMIRALTY MRT,904,MR LAM YUI- P'NG,MR NG SONG LIM STEVEN,MR SHEIK ALAUDIN B MOHD ISMAIL,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,ADMIRALTY SECONDARY SCHOOL,31,WOODLANDS CRESCENT,ADMIRALTY SECONDARY SCHOOL,31 WOODLANDS CRESCENT ADMIRALTY SECONDARY SCHOOL SINGAPORE 737916,24559.04729,47504.78736,1.445890689,103.8023982
289,737924,CHRIST CHURCH SECONDARY SCHOOL,http://www.christchurchsec.moe.edu.sg,20   WOODLANDS DRIVE 17,68933297,na,68932789,na,ccss@moe.edu.sg,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M, 665",MR LAU YAN BOON DAVID,MR ONG KAH HUI VICTOR,MRS LEE BEE CHEOW,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,LIGHT OF CHRIST CHURCH WOODLANDS,20,WOODLANDS DRIVE 17,LIGHT OF CHRIST CHURCH WOODLANDS,20 WOODLANDS DRIVE 17 LIGHT OF CHRIST CHURCH WOODLANDS SINGAPORE 737924,23511.71594,45365.08133,1.426539819,103.7929872
290,737942,GREENWOOD PRIMARY SCHOOL,http://www.greenwoodpri.moe.edu.sg,11   WOODLANDS  DR  62,63666158,na,63666159,na,greenwood_ps@moe.edu.sg,Admiralty MRT Station,"912, 913, 962",MDM TANG PEI LU TRICILIA,MR SATHYA PRASAD S/O G,"MR LEE HUAN SIAK, JAMES",NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,SHG STUDENT CARE (GREENWOOD PRIMARY SCHOOL),11,WOODLANDS DRIVE 62,SHG STUDENT CARE (GREENWOOD PRIMARY SCHOOL),11 WOODLANDS DRIVE 62 SHG STUDENT CARE (GREENWOOD PRIMARY SCHOOL) SINGAPORE 737942,24794.62628,46865.63841,1.440110487,103.8045152
291,738079,WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2    WOODLANDS DRIVE 14,68943371,na,68943372,na,WOODGROVE_PS@MOE.EDU.SG,Woodlands MRT Station,901,MS ADELINE TAN WEE KIAW,MRS AHKEELA JULIA EDISON,DR. NG SIEW HIANG SALLY,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WOODGROVE PRIMARY SCHOOL,2,WOODLANDS DRIVE 14,WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14 WOODGROVE PRIMARY SCHOOL SINGAPORE 738079,23246.56051,46090.85424,1.433103402,103.7906044
292,738239,WOODLANDS RING SECONDARY SCHOOL,http://www.woodlandsringsec.moe.edu.sg,10   WOODLANDS RING ROAD,63643712,na,63643713,na,wrss@moe.edu.sg,ADMIRALTY MRT,912,MDM NG SIEW BEE,MDM NUR HIDAYANI IBRAHIM,MDM KOMATHI D/O P KESAVAN,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WOODLANDS RING SECONDARY SCHOOL,10,WOODLANDS RING ROAD,WOODLANDS RING SECONDARY SCHOOL,10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239,24308.67286,46465.19332,1.436488947,103.8001485
293,738240,WOODLANDS RING PRIMARY SCHOOL,HTTP://www.woodlandsringpri.moe.edu.sg,11   WOODLANDS RING ROAD,63643679,na,63643490,na,WRPS@MOE.EDU.SG,Admiralty MRT Station,912,MISS GEETHA D/O DORAISAMY,"MR BOH CHEK KEOW, THOMAS",NULL,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WOODLANDS RING PRIMARY SCHOOL,11,WOODLANDS RING ROAD,WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD WOODLANDS RING PRIMARY SCHOOL SINGAPORE 738240,24006.78396,46295.28236,1.434952293,103.7974357
294,738489,EVERGREEN SECONDARY SCHOOL,http://www.evergreensec.moe.edu.sg,11   WOODLANDS STREET 83,63656392,na,63658083,na,EVERGREEN_SS@MOE.EDU.SG,WOODLANDS MRT,911,MR TOH KIM YONG VINCENT,MR CHUA TUNG KIAN,MR LAK YAU HUI,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,EVERGREEN SECONDARY SCHOOL,11,WOODLANDS STREET 83,EVERGREEN SECONDARY SCHOOL,11 WOODLANDS STREET 83 EVERGREEN SECONDARY SCHOOL SINGAPORE 738489,23639.78154,47018.34048,1.441491313,103.7941378
295,738524,RIVERSIDE SECONDARY SCHOOL,http://www.riversidesec.moe.edu.sg,3    WOODLANDS STREET 81,62699631,na,63683677,na,RIVERSIDE_SS@MOE.EDU.SG,WOODLANDS MRT,"858, 900, 911, 913, 964, 962, 965, 969, 169, 903",MISS THAM YOKE CHUN,MR DERICK WONG TECK FATT,MDM LINDA YEO SOCK KHOON,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,RIVERSIDE SECONDARY SCHOOL,3,WOODLANDS STREET 81,RIVERSIDE SECONDARY SCHOOL,3 WOODLANDS STREET 81 RIVERSIDE SECONDARY SCHOOL SINGAPORE 738524,22991.04533,46975.25682,1.441101571,103.7883082
296,738525,QIHUA PRIMARY SCHOOL,http://www.qihuapri.moe.edu.sg,5    WOODLANDS STREET 81,62696250,na,62693114,na,QIHUA_PS@MOE.EDU.SG,Woodlands MRT Station,"911, 900",MRS LEE HUI FENG,MR FOO CHUAN KAI,MR GOH GIAM HWEE (WU JIANHUI),NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,QIHUA PRIMARY SCHOOL,5,WOODLANDS STREET 81,QIHUA PRIMARY SCHOOL,5 WOODLANDS STREET 81 QIHUA PRIMARY SCHOOL SINGAPORE 738525,22994.55512,47078.57746,1.442035966,103.7883398
297,738853,WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10   WOODLANDS DRIVE 50,62697410,na,63671165,na,wdp@moe.edu.sg,Woodlands,912 & 912E,MISS KUCK LI LIAN LILLIAN,MDM WONG YEN LING,MDM KOMATHI D/O GOVINDASAMY,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,23378.64542,46475.57602,1.436582707,103.7917913
